species_key,species_name,lme_id,lme_name
2227670,Dyspanopeus sayi,14,Iberian Coastal
5423038,Elachista flaccida,14,Iberian Coastal
2216045,Elasmopus pectenicrus,14,Iberian Coastal
4984866,Electra pilosa,14,Iberian Coastal
8485639,Ensis leei,14,Iberian Coastal
2388344,Epinephelus fasciatus,14,Iberian Coastal
2225776,Eriocheir sinensis,14,Iberian Coastal
2578507,Erysiphe corylacearum,14,Iberian Coastal
1007545,Escharina vulgaris,14,Iberian Coastal
7581174,Eucheilota menoni,14,Iberian Coastal
2112052,Euterpina acutifrons,14,Iberian Coastal
7806299,Eutintinnus apertus,14,Iberian Coastal
7915855,Eutintinnus tubulosus,14,Iberian Coastal
10638056,Exaiptasia diaphana,14,Iberian Coastal
2327735,Ficopomatus enigmaticus,14,Iberian Coastal
5200931,Fistularia petimba,14,Iberian Coastal
3196437,Fucus serratus,14,Iberian Coastal
3196369,Fucus spiralis,14,Iberian Coastal
5712056,Fundulus heteroclitus,14,Iberian Coastal
2219863,Gammarus tigrinus,14,Iberian Coastal
5724049,Gibbula ardens,14,Iberian Coastal
5195516,Glycera capitata,14,Iberian Coastal
5195549,Glycera celtica,14,Iberian Coastal
2376538,Gobius couchi,14,Iberian Coastal
8187685,Gobius cruentatus,14,Iberian Coastal
2376555,Gobius xanthocephalus,14,Iberian Coastal
5278964,Gracilaria vermiculophylla,14,Iberian Coastal
2219149,Grandidierella japonica,14,Iberian Coastal
5729905,Grateloupia filicina,14,Iberian Coastal
2658866,Grateloupia subpectinata,14,Iberian Coastal
2658889,Grateloupia turuturu,14,Iberian Coastal
2657564,Griffithsia corallinoides,14,Iberian Coastal
7387168,Gymnodinium aureolum,14,Iberian Coastal
7731329,Gymnodinium impudicum,14,Iberian Coastal
5182251,Haliclona vansoesti,14,Iberian Coastal
5182166,Haliclona cinerea,14,Iberian Coastal
2293076,Haliotis tuberculata,14,Iberian Coastal
6463086,Hamimaera hamigera,14,Iberian Coastal
4382841,Hemigrapsus takanoi,14,Iberian Coastal
4366460,Hexaplex trunculus,14,Iberian Coastal
2250096,Hymeniacidon perlevis,14,Iberian Coastal
2211599,Ianiropsis serricaudis,14,Iberian Coastal
2219218,Jassa marmorata,14,Iberian Coastal
5185840,Kirchenpaueria halecioides,14,Iberian Coastal
9088686,Kirkegaardia dorsobranchialis,14,Iberian Coastal
4284320,Lagocephalus lagocephalus,14,Iberian Coastal
11154347,Latigammaropsis togoensis,14,Iberian Coastal
2661140,Laurencia dendroidea,14,Iberian Coastal
7627628,Leathesia marina,14,Iberian Coastal
2411424,Lepadogaster candolii,14,Iberian Coastal
3202466,Leucocryptos marina,14,Iberian Coastal
5175631,Ligia oceanica,14,Iberian Coastal
2308557,Limnodrilus profundicola,14,Iberian Coastal
5175936,Limnoria quadripunctata,14,Iberian Coastal
8241374,Lioloma pacificum,14,Iberian Coastal
2392647,Lithognathus mormyrus,14,Iberian Coastal
2301117,Littorina littorea,14,Iberian Coastal
2301066,Littorina obtusata,14,Iberian Coastal
8116657,Littorina saxatilis,14,Iberian Coastal
2663587,Lomentaria hakodatensis,14,Iberian Coastal
2266916,Macrorhynchia philippina,14,Iberian Coastal
9493483,Magallana angulata,14,Iberian Coastal
7820753,Magallana gigas,14,Iberian Coastal
2322248,Marphysa sanguinea,14,Iberian Coastal
5166440,Mecynocera clausi,14,Iberian Coastal
5166489,Megabalanus coccopoma,14,Iberian Coastal
1335213,Megachile sculpturalis,14,Iberian Coastal
9738520,Melanothamnus harveyi,14,Iberian Coastal
2215949,Melita nitida,14,Iberian Coastal
2114953,Mesocalanus tenuicornis,14,Iberian Coastal
5854375,Mesochaetopterus rogeri,14,Iberian Coastal
2223757,Metapenaeus affinis,14,Iberian Coastal
2223754,Metapenaeus monoceros,14,Iberian Coastal
2319527,Metasychis gotoi,14,Iberian Coastal
5200696,Microcosmus squamiger,14,Iberian Coastal
8767949,Microeuraphia depressa,14,Iberian Coastal
2415777,Micromesistius poutassou,14,Iberian Coastal
2399874,Micropogonias undulatus,14,Iberian Coastal
1009018,Microporella ciliata,14,Iberian Coastal
2111273,Microsetella rosea,14,Iberian Coastal
2217353,Monocorophium insidiosum,14,Iberian Coastal
7791733,Mya arenaria,14,Iberian Coastal
2287076,Mytilopsis leucophaeata,14,Iberian Coastal
8288896,Mytilus edulis,14,Iberian Coastal
2114962,Neocalanus gracilis,14,Iberian Coastal
2220407,Neomysis integer,14,Iberian Coastal
2328734,Novafabricia infratorquata,14,Iberian Coastal
5193449,Nucella lapillus,14,Iberian Coastal
4601972,Ocinebrellus inornatus,14,Iberian Coastal
5422283,Octactis octonaria,14,Iberian Coastal
10478115,Octactis speculum,14,Iberian Coastal
2400921,Oedalechilus labeo,14,Iberian Coastal
5166646,Oithona plumifera,14,Iberian Coastal
5166649,Oithona setigera,14,Iberian Coastal
5165807,Oncaea mediterranea,14,Iberian Coastal
5620016,Opuntia elatior,14,Iberian Coastal
2286060,Ostrea edulis,14,Iberian Coastal
2286063,Ostrea equestris,14,Iberian Coastal
5855429,Ostrea stentina,14,Iberian Coastal
3206034,Ostreopsis ovata,14,Iberian Coastal
7968857,Oxydromus humesi,14,Iberian Coastal
7838638,Oxytoxum gladiolus,14,Iberian Coastal
2225810,Pachygrapsus gracilis,14,Iberian Coastal
2224979,Palaemon elegans,14,Iberian Coastal
2225032,Palaemon longirostris,14,Iberian Coastal
2224970,Palaemon macrodactylus,14,Iberian Coastal
2395735,Parablennius incognitus,14,Iberian Coastal
2114246,Paracalanus quasimodo,14,Iberian Coastal
2206602,Paracerceis sculpta,14,Iberian Coastal
5176612,Paradella dianae,14,Iberian Coastal
2237923,Paraleucilla magna,14,Iberian Coastal
2308113,Paranais frici,14,Iberian Coastal
2208629,Paranthura japonica,14,Iberian Coastal
8022560,Paratrochammina madeirae,14,Iberian Coastal
2285980,Pecten maximus,14,Iberian Coastal
2223441,Penaeus kerathurus,14,Iberian Coastal
2234729,Penilia avirostris,14,Iberian Coastal
5185730,Pennaria disticha,14,Iberian Coastal
2225783,Percnon gibbesi,14,Iberian Coastal
9802456,Perforatus perforatus,14,Iberian Coastal
9783517,Peridinium quadridentatum,14,Iberian Coastal
2316069,Perinereis cultrifera,14,Iberian Coastal
2330609,Phallusia mammillata,14,Iberian Coastal
7992320,Phorcus lineatus,14,Iberian Coastal
7827743,Phorcus sauciatus,14,Iberian Coastal
5186396,Phoronis hippocrepia,14,Iberian Coastal
2264530,Phyllorhiza punctata,14,Iberian Coastal
4377564,Pilumnopeus africanus,14,Iberian Coastal
2227605,Pilumnus hirtellus,14,Iberian Coastal
2227612,Pilumnus spinifer,14,Iberian Coastal
2285337,Pinctada margaritifera,14,Iberian Coastal
5177754,Platyscelus armatus,14,Iberian Coastal
2309037,Podarkeopsis capensis,14,Iberian Coastal
2291759,Polycera hedgpethi,14,Iberian Coastal
5197747,Polydora cornuta,14,Iberian Coastal
5197741,Polydora hoplura,14,Iberian Coastal
5277654,Polysiphonia atlantica,14,Iberian Coastal
2382461,Pomadasys incisus,14,Iberian Coastal
2379295,Pomatoschistus marmoratus,14,Iberian Coastal
5275705,Porphyra umbilicalis,14,Iberian Coastal
5192470,Potamopyrgus antipodarum,14,Iberian Coastal
2227300,Procambarus clarkii,14,Iberian Coastal
4310281,Processa macrodactyla,14,Iberian Coastal
7768737,Pronoctiluca pelagica,14,Iberian Coastal
3207735,Pronoctiluca spinifera,14,Iberian Coastal
7549700,Prorocentrum dentatum,14,Iberian Coastal
7432991,Prorocentrum gracile,14,Iberian Coastal
8337656,Pseudo-nitzschia australis,14,Iberian Coastal
2114921,Pseudocalanus elongatus,14,Iberian Coastal
5824749,Pseudochattonella verruculosa,14,Iberian Coastal
2320993,Pseudopolydora paucibranchiata,14,Iberian Coastal
3194102,Pseudosolenia calcar-avis,14,Iberian Coastal
2285333,Pteria hirundo,14,Iberian Coastal
2419426,Pteroplatytrygon violacea,14,Iberian Coastal
2688129,Pterosperma cristatum,14,Iberian Coastal
6461590,Ptilohyale littoralis,14,Iberian Coastal
3199244,Punctaria tenuissima,14,Iberian Coastal
4355930,Pycnoclavella taureanensis,14,Iberian Coastal
2391729,Rachycentron canadum,14,Iberian Coastal
2426760,Rana dalmatina,14,Iberian Coastal
4363583,Rapana venosa,14,Iberian Coastal
1009964,Reptadeonella violacea,14,Iberian Coastal
5177750,Rhabdosoma whitei,14,Iberian Coastal
2227663,Rhithropanopeus harrisii,14,Iberian Coastal
7525773,Rhizodomus tagatzi,14,Iberian Coastal
5421948,Rhizosolenia calcar-avis,14,Iberian Coastal
5421984,Rhizosolenia styliformis,14,Iberian Coastal
4372687,Ruditapes decussatus,14,Iberian Coastal
4372686,Ruditapes philippinarum,14,Iberian Coastal
5824863,Rugulopteryx okamurae,14,Iberian Coastal
2328603,Sabella spallanzanii,14,Iberian Coastal
5199282,Sabellaria spinulosa,14,Iberian Coastal
7353993,Salpingella decurtata,14,Iberian Coastal
2668224,Sarcodiotheca gaudichaudii,14,Iberian Coastal
2412864,Sardinella aurita,14,Iberian Coastal
3197314,Sargassum muticum,14,Iberian Coastal
2392628,Sarpa salpa,14,Iberian Coastal
2322021,Schistomeringos rudolphi,14,Iberian Coastal
2321199,Scolelepis bonnieri,14,Iberian Coastal
9338680,Scrippsiella acuminata,14,Iberian Coastal
5422829,Scytosiphon dotyi,14,Iberian Coastal
6461663,Serejohyale spinidactylus,14,Iberian Coastal
2316670,Sigambra parva,14,Iberian Coastal
5715613,Siphonaria pectinata,14,Iberian Coastal
5279603,Solieria chordalis,14,Iberian Coastal
2393905,Sparisoma cretense,14,Iberian Coastal
2392508,Sparus aurata,14,Iberian Coastal
5176589,Sphaeroma walkeri,14,Iberian Coastal
2394271,Sphyraena sphyraena,14,Iberian Coastal
6452772,Spongoclonium caribaeum,14,Iberian Coastal
2412987,Spratelloides delicatulus,14,Iberian Coastal
4315595,Stenothoe cattai,14,Iberian Coastal
2216565,Stenothoe gallensis,14,Iberian Coastal
8059383,Stephanopyxis turris,14,Iberian Coastal
9517779,Steromphala adansonii,14,Iberian Coastal
9280149,Steromphala adriatica,14,Iberian Coastal
10673702,Steromphala albida,14,Iberian Coastal
9514986,Steromphala cineraria,14,Iberian Coastal
9471950,Steromphala umbilicalis,14,Iberian Coastal
2304357,Stramonita haemastoma,14,Iberian Coastal
2331942,Styela clava,14,Iberian Coastal
2331954,Styela plicata,14,Iberian Coastal
11464313,Sundstroemia setigera,14,Iberian Coastal
2308987,Syllidia armata,14,Iberian Coastal
5194622,Syllis gracilis,14,Iberian Coastal
5194683,Syllis pectinans,14,Iberian Coastal
8357929,Syllis variegata,14,Iberian Coastal
2661325,Symphyocladia marchantioides,14,Iberian Coastal
8056718,Syngnathus abaster,14,Iberian Coastal
2204831,Synidotea laticauda,14,Iberian Coastal
2325189,Terebella lapidaria,14,Iberian Coastal
3193507,Thalassiosira minima,14,Iberian Coastal
3193498,Thalassiosira nordenskioeldii,14,Iberian Coastal
2324159,Tharyx killariensis,14,Iberian Coastal
4322157,Triconia dentipes,14,Iberian Coastal
9483153,Triconia minuta,14,Iberian Coastal
7644219,Trieres mobiliensis,14,Iberian Coastal
7921839,Tripos arietinus,14,Iberian Coastal
8492140,Tritia corniculum,14,Iberian Coastal
8608139,Tritia neritea,14,Iberian Coastal
5192721,Truncatella subcylindrica,14,Iberian Coastal
2308668,Tubificoides benedii,14,Iberian Coastal
5185603,Tubularia indivisa,14,Iberian Coastal
5273451,Ulva gigantea,14,Iberian Coastal
5273309,Ulva lactuca,14,Iberian Coastal
7716234,Ulvaria obscura,14,Iberian Coastal
5422556,Undaria pinnatifida,14,Iberian Coastal
4310260,Urocaridella pulchella,14,Iberian Coastal
4324572,Urocorycaeus furcifer,14,Iberian Coastal
2304415,Urosalpinx cinerea,14,Iberian Coastal
2377215,Vanneaugobius canariensis,14,Iberian Coastal
4086523,Verbena incompta,14,Iberian Coastal
5188827,Xenostrobus securis,14,Iberian Coastal
2376059,Zebrus zebrus,14,Iberian Coastal
3205121,Alexandrium minutum,14,Iberian Coastal
3205098,Alexandrium pseudogonyaulax,14,Iberian Coastal
7660502,Ammodiscus gullmarensis,14,Iberian Coastal
4805564,Amphibalanus amphitrite,14,Iberian Coastal
6467647,Amphibalanus improvisus,14,Iberian Coastal
5212973,Anguilla anguilla,14,Iberian Coastal
5191257,Aplysia parvula,14,Iberian Coastal
2411944,Atherina boyeri,14,Iberian Coastal
2268682,Blackfordia virginica,14,Iberian Coastal
2321001,Boccardiella ligerica,14,Iberian Coastal
4354941,Botrylloides violaceus,14,Iberian Coastal
5200757,Botryllus schlosseri,14,Iberian Coastal
4984851,Bugula neritina,14,Iberian Coastal
7665662,Bugulina fulva,14,Iberian Coastal
7668385,Bugulina simplex,14,Iberian Coastal
8428595,Bugulina stolonifera,14,Iberian Coastal
5855054,Cephalothrix simula,14,Iberian Coastal
2882404,Ceratophyllum submersum,14,Iberian Coastal
4275438,Chaetoceros coarctatus,14,Iberian Coastal
4356092,Ciona robusta,14,Iberian Coastal
2330198,Clavelina lepadiformis,14,Iberian Coastal
5181275,Crambe crambe,14,Iberian Coastal
5422862,Cutleria multifida,14,Iberian Coastal
5200414,Diplosoma listerianum,14,Iberian Coastal
2330725,Ecteinascidia turbinata,14,Iberian Coastal
3199521,Ectocarpus siliculosus,14,Iberian Coastal
2267976,Filellum serratum,14,Iberian Coastal
8301674,Gymnodinium catenatum,14,Iberian Coastal
7835170,Gymnodinium nanum,14,Iberian Coastal
3198401,Halothrix lumbricalis,14,Iberian Coastal
2317552,Hermodice carunculata,14,Iberian Coastal
3194420,Heterosigma akashiwo,14,Iberian Coastal
3202307,Isochrysis galbana,14,Iberian Coastal
7454879,Karenia mikimotoi,14,Iberian Coastal
2651922,Karlodinium veneficum,14,Iberian Coastal
2381337,Kyphosus vaigiensis,14,Iberian Coastal
2288831,Lyrodus pedicellatus,14,Iberian Coastal
2288752,Martesia striata,14,Iberian Coastal
4314702,Monocorophium sextonae,14,Iberian Coastal
4374605,Mytilaster minimus,14,Iberian Coastal
9736038,Necora puber,14,Iberian Coastal
8024245,Neodenticula seminae,14,Iberian Coastal
9150298,Phaeocystis pouchetii,14,Iberian Coastal
2218560,Platorchestia platensis,14,Iberian Coastal
8368630,Prorocentrum cordatum,14,Iberian Coastal
8240249,Prorocentrum triestinum,14,Iberian Coastal
2660290,Pterosiphonia pinnulata,14,Iberian Coastal
3199757,Pylaiella littoralis,14,Iberian Coastal
8082735,Scrippsiella trochoidea,14,Iberian Coastal
2228667,Sinelobus stanfordi,14,Iberian Coastal
3207190,Spatulodinium pseudonoctiluca,14,Iberian Coastal
5279276,Sphaerococcus coronopifolius,14,Iberian Coastal
9795553,Sternaspis scutata,14,Iberian Coastal
2288847,Teredo navalis,14,Iberian Coastal
2291814,Thecacera pennigera,14,Iberian Coastal
7514768,Tripos candelabrus,14,Iberian Coastal
7378644,Umbraulva dangeardii,14,Iberian Coastal
8155634,Watersipora subatra,14,Iberian Coastal
1005677,Watersipora subtorquata,14,Iberian Coastal
5716906,Zeuxo holdichi,14,Iberian Coastal
2114928,Clausocalanus arcuicornis,14,Iberian Coastal
2434806,Halichoerus grypus,14,Iberian Coastal
5197736,Polydora websteri,14,Iberian Coastal
3199341,Acrothrix gracilis,6,Celtic-Biscay Shelf
2267504,Aequorea macrodactyla,6,Celtic-Biscay Shelf
2267500,Aequorea vitrina,6,Celtic-Biscay Shelf
1004589,Aetea longicollis,6,Celtic-Biscay Shelf
1004580,Aetea truncata,6,Celtic-Biscay Shelf
5279568,Agardhiella subulata,6,Celtic-Biscay Shelf
2656914,Aglaothamnion feldmanniae,6,Celtic-Biscay Shelf
2337248,Agonus cataphractus,6,Celtic-Biscay Shelf
8187634,Akashiwo sanguinea,6,Celtic-Biscay Shelf
7646080,Alexandrium affine,6,Celtic-Biscay Shelf
7974238,Alexandrium catenella,6,Celtic-Biscay Shelf
8202590,Alexandrium leei,6,Celtic-Biscay Shelf
8110888,Alexandrium margalefii,6,Celtic-Biscay Shelf
7910173,Alexandrium ostenfeldii,6,Celtic-Biscay Shelf
7632200,Alexandrium tamarense,6,Celtic-Biscay Shelf
2315382,Alitta succinea,6,Celtic-Biscay Shelf
2315395,Alitta virens,6,Celtic-Biscay Shelf
4309906,Alpheus dentipes,6,Celtic-Biscay Shelf
7552441,Amathia gracilis,6,Celtic-Biscay Shelf
7910118,Amathia gracillima,6,Celtic-Biscay Shelf
7818107,Amathia imbricata,6,Celtic-Biscay Shelf
7446481,Amathia verticillata,6,Celtic-Biscay Shelf
5166760,Ammothea hilgendorfi,6,Celtic-Biscay Shelf
5862470,Amphibalanus eburneus,6,Celtic-Biscay Shelf
2328853,Amphiglena mediterranea,6,Celtic-Biscay Shelf
5177561,Ampithoe valida,6,Celtic-Biscay Shelf
6529629,Anadara kagoshimensis,6,Celtic-Biscay Shelf
5166357,Anomalocera patersonii,6,Celtic-Biscay Shelf
5188926,Anomia ephippium,6,Celtic-Biscay Shelf
2656854,Anotrichium furcellatum,6,Celtic-Biscay Shelf
4360191,Antiopella cristata,6,Celtic-Biscay Shelf
2657472,Antithamnion hubbsii,6,Celtic-Biscay Shelf
2657641,Antithamnionella ternifolia,6,Celtic-Biscay Shelf
6460808,Aoroides longimerus,6,Celtic-Biscay Shelf
6460818,Aoroides semicurvatus,6,Celtic-Biscay Shelf
3195275,Apedinella radians,6,Celtic-Biscay Shelf
2323931,Aphelochaeta marioni,6,Celtic-Biscay Shelf
4355609,Aplidium accarense,6,Celtic-Biscay Shelf
2330928,Aplidium glabrum,6,Celtic-Biscay Shelf
2330832,Aplidium proliferum,6,Celtic-Biscay Shelf
4361146,Aporrhais pespelecani,6,Celtic-Biscay Shelf
7774029,Archaeperidinium minutum,6,Celtic-Biscay Shelf
6531311,Arcuatula senhousia,6,Celtic-Biscay Shelf
5200467,Ascidiella aspersa,6,Celtic-Biscay Shelf
3196524,Ascophyllum nodosum,6,Celtic-Biscay Shelf
5279840,Asparagopsis armata,6,Celtic-Biscay Shelf
5279834,Asparagopsis taxiformis,6,Celtic-Biscay Shelf
5187508,Asterias amurensis,6,Celtic-Biscay Shelf
7765831,Asterias rubens,6,Celtic-Biscay Shelf
2332123,Asterocarpa humilis,6,Celtic-Biscay Shelf
4371524,Atactodea striata,6,Celtic-Biscay Shelf
2115769,Austrominius modestus,6,Celtic-Biscay Shelf
3192919,Bacteriastrum hyalinum,6,Celtic-Biscay Shelf
2115719,Balanus balanus,6,Celtic-Biscay Shelf
2115724,Balanus trigonus,6,Celtic-Biscay Shelf
5233152,Beroe ovata,6,Celtic-Biscay Shelf
2302627,Berthellina citrina,6,Celtic-Biscay Shelf
3193674,Biddulphia rhombus,6,Celtic-Biscay Shelf
2329515,Bispira fabricii,6,Celtic-Biscay Shelf
7577557,Bispira polyomma,6,Celtic-Biscay Shelf
2320813,Boccardia polybranchia,6,Celtic-Biscay Shelf
2320810,Boccardia proboscidea,6,Celtic-Biscay Shelf
2320998,Boccardiella hamata,6,Celtic-Biscay Shelf
8050384,Bonamia ostreae,6,Celtic-Biscay Shelf
2668884,Bonnemaisonia hamifera,6,Celtic-Biscay Shelf
4354937,Botrylloides diegensis,6,Celtic-Biscay Shelf
6486710,Botrylloides giganteus,6,Celtic-Biscay Shelf
4354950,Botrylloides leachii,6,Celtic-Biscay Shelf
10739063,Botryllus gaiae,6,Celtic-Biscay Shelf
10889612,Botryocladia wrightii,6,Celtic-Biscay Shelf
2266586,Bougainvillia muscus,6,Celtic-Biscay Shelf
2285737,Brachidontes exustus,6,Celtic-Biscay Shelf
2225797,Brachynotus sexdentatus,6,Celtic-Biscay Shelf
9817665,Branchiomma bombyx,6,Celtic-Biscay Shelf
5200302,Branchiomma lucullanum,6,Celtic-Biscay Shelf
2309685,Branchiosyllis exilis,6,Celtic-Biscay Shelf
2225646,Callinectes sapidus,6,Celtic-Biscay Shelf
2293333,Calliostoma zizyphinum,6,Celtic-Biscay Shelf
4360210,Calma gobioophaga,6,Celtic-Biscay Shelf
2301629,Calyptraea chinensis,6,Celtic-Biscay Shelf
5178057,Caprella mutica,6,Celtic-Biscay Shelf
5178082,Caprella scaura,6,Celtic-Biscay Shelf
2390762,Caranx crysos,6,Celtic-Biscay Shelf
5178595,Carcinus maenas,6,Celtic-Biscay Shelf
2666539,Caulacanthus okamurae,6,Celtic-Biscay Shelf
2666536,Caulacanthus ustulatus,6,Celtic-Biscay Shelf
1006197,Caulibugula zanzibariensis,6,Celtic-Biscay Shelf
1004642,Celleporaria brunnea,6,Celtic-Biscay Shelf
5963673,Celtodoryx ciocalyptoides,6,Celtic-Biscay Shelf
2383720,Centrolabrus exoletus,6,Celtic-Biscay Shelf
